city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Ollerton,Ollerton,53.2,-1.02,United Kingdom,GB,GBR,Nottinghamshire,,11103,1826540290
Barton upon Humber,Barton upon Humber,53.6833,-0.45,United Kingdom,GB,GBR,North Lincolnshire,,11066,1826911147
Timperley,Timperley,53.387,-2.328,United Kingdom,GB,GBR,Trafford,,11061,1826838996
Whitchurch,Whitchurch,51.4064,-2.5594,United Kingdom,GB,GBR,Bath and North East Somerset,,11061,1826527232
Great Wyrley,Great Wyrley,52.6593,-2.0102,United Kingdom,GB,GBR,Staffordshire,,11060,1826969267
Larbert,Larbert,56.0229,-3.826,United Kingdom,GB,GBR,Falkirk,,11050,1826937694
Ballymoney,Ballymoney,55.071,-6.508,United Kingdom,GB,GBR,Causeway Coast and Glens,,11048,1826790383
Epping,Epping,51.7004,0.1087,United Kingdom,GB,GBR,Essex,,11047,1826234838
Bottesford,Bottesford,53.5521,-0.6714,United Kingdom,GB,GBR,North Lincolnshire,,11038,1826232962
Tavistock,Tavistock,50.545,-4.15,United Kingdom,GB,GBR,Devon,,11018,1826700583
Chatteris,Chatteris,52.456,0.055,United Kingdom,GB,GBR,Cambridgeshire,,11011,1826618368
Llandybie,Llandybie,51.82,-4.001,United Kingdom,GB,GBR,Carmarthenshire,,10994,1826382015
Churchdown,Churchdown,51.88,-2.17,United Kingdom,GB,GBR,Gloucestershire,,10990,1826299477
Colwyn Bay,Colwyn Bay,53.29,-3.7,United Kingdom,GB,GBR,Conwy,,10981,1826306536
Cudworth,Cudworth,53.5784,-1.4149,United Kingdom,GB,GBR,Barnsley,,10977,1826159228
Oakham,Oakham,52.6705,-0.7333,United Kingdom,GB,GBR,Rutland,,10975,1826442570
Hellesdon,Hellesdon,52.6485,1.2509,United Kingdom,GB,GBR,Norfolk,,10957,1826464470
Highgate,Highgate,51.5716,-0.1448,United Kingdom,GB,GBR,Camden,,10955,1826674604
Ponteland,Ponteland,55.048,-1.747,United Kingdom,GB,GBR,Northumberland,,10921,1826040320
Mossley,Mossley,53.5147,-2.0387,United Kingdom,GB,GBR,Tameside,,10921,1826750637
Hollinwood,Hollinwood,53.5183,-2.144,United Kingdom,GB,GBR,Oldham,,10920,1826177835
Great Harwood,Great Harwood,53.786,-2.408,United Kingdom,GB,GBR,Lancashire,,10890,1826598586
Inverurie,Inverurie,57.28,-2.38,United Kingdom,GB,GBR,Aberdeenshire,,10885,1826552358
Soham,Soham,52.3338,0.3361,United Kingdom,GB,GBR,Cambridgeshire,,10860,1826606528
Whitburn,Whitburn,55.8621,-3.6872,United Kingdom,GB,GBR,West Lothian,,10860,1826366350
Rainhill,Rainhill,53.4157,-2.7625,United Kingdom,GB,GBR,St. Helens,,10853,1826589564
Earlestown,Earlestown,53.45,-2.65,United Kingdom,GB,GBR,St. Helens,,10830,1826235843
Biggin Hill,Biggin Hill,51.3127,0.0336,United Kingdom,GB,GBR,Croydon,,10817,1826917936
Shepton Mallet,Shepton Mallet,51.193,-2.546,United Kingdom,GB,GBR,Somerset,,10810,1826237809
Methil,Methil,56.1844,-3.0223,United Kingdom,GB,GBR,Fife,,10800,1826468854
Wooburn,Wooburn,51.581,-0.691,United Kingdom,GB,GBR,Buckinghamshire,,10792,1826286228
Flixton,Flixton,53.447,-2.391,United Kingdom,GB,GBR,Trafford,,10786,1826292876
Parkstone,Parkstone,50.71,-1.95,United Kingdom,GB,GBR,,,10779,1826119514
Barnoldswick,Barnoldswick,53.9147,-2.1895,United Kingdom,GB,GBR,Lancashire,,10752,1826332641
Selsey,Selsey,50.735,-0.7898,United Kingdom,GB,GBR,West Sussex,,10737,1826710788
Royston,Royston,53.61,-1.45,United Kingdom,GB,GBR,Barnsley,,10728,1826977688
Amesbury,Amesbury,51.173,-1.78,United Kingdom,GB,GBR,Wiltshire,,10724,1826157369
Ormesby,Ormesby,54.5492,-1.1817,United Kingdom,GB,GBR,Middlesbrough,,10714,1826125130
Diss,Diss,52.3812,1.1079,United Kingdom,GB,GBR,Norfolk,,10714,1826598466
Ross on Wye,Ross on Wye,51.914,-2.587,United Kingdom,GB,GBR,Herefordshire,,10700,1826303681
Desborough,Desborough,52.4398,-0.8172,United Kingdom,GB,GBR,Northamptonshire,,10697,1826690378
Hatch End,Hatch End,51.601,-0.3743,United Kingdom,GB,GBR,Harrow,,10693,1826801668
Chesterfield,Chesterfield,53.2363,-1.4292,United Kingdom,GB,GBR,Derbyshire,,10688,1826756415
Darfield,Darfield,53.538,-1.3812,United Kingdom,GB,GBR,Barnsley,,10685,1826920550
Knowle,Knowle,52.3881,-1.7318,United Kingdom,GB,GBR,Solihull,,10678,1826087458
Ardrossan,Ardrossan,55.6432,-4.8097,United Kingdom,GB,GBR,North Ayrshire,,10670,1826874237
Aylesford,Aylesford,51.3033,0.4796,United Kingdom,GB,GBR,Kent,,10660,1826024683
Cookstown,Cookstown,54.647,-6.745,United Kingdom,GB,GBR,Mid-Ulster,,10646,1826277161
Longbenton,Longbenton,55,-1.57,United Kingdom,GB,GBR,Newcastle upon Tyne,,10617,1826725161
Felton,Felton,51.51,-2.574,United Kingdom,GB,GBR,North Somerset,,10607,1826498722
Englefield Green,Englefield Green,51.4301,-0.5699,United Kingdom,GB,GBR,Surrey,,10607,1826887313
Kingsteignton,Kingsteignton,50.5458,-3.5962,United Kingdom,GB,GBR,Devon,,10600,1826679607
Abergele,Abergele,53.28,-3.58,United Kingdom,GB,GBR,Conwy,,10577,1826468444
Southwick,Southwick,54.9193,-1.4062,United Kingdom,GB,GBR,Sunderland,,10535,1826865049
Monmouth,Monmouth,51.81,-2.72,United Kingdom,GB,GBR,Monmouthshire,,10508,1826379429
Whitnash,Whitnash,52.268,-1.524,United Kingdom,GB,GBR,Warwickshire,,10489,1826439036
Ryhope,Ryhope,54.8679,-1.3698,United Kingdom,GB,GBR,Sunderland,,10484,1826951829
Attleborough,Attleborough,52.5183,1.0192,United Kingdom,GB,GBR,Norfolk,,10482,1826007863
Holbeach,Holbeach,52.8037,0.0154,United Kingdom,GB,GBR,Lincolnshire,,10458,1826410577
Launceston,Launceston,50.637,-4.36,United Kingdom,GB,GBR,Cornwall,,10452,1826388225
Burton Latimer,Burton Latimer,52.365,-0.678,United Kingdom,GB,GBR,Northamptonshire,,10444,1826004598
Eccleston,Eccleston,53.4539,-2.7748,United Kingdom,GB,GBR,St. Helens,,10433,1826176719
Prestonpans,Prestonpans,55.9597,-2.961,United Kingdom,GB,GBR,East Lothian,,10410,1826462891
Scartho,Scartho,53.5399,-0.0926,United Kingdom,GB,GBR,North East Lincolnshire,,10408,1826290531
Bradford-on-Avon,Bradford-on-Avon,51.347,-2.251,United Kingdom,GB,GBR,Wiltshire,,10405,1826919846
Northfield,Northfield,52.408,-1.963,United Kingdom,GB,GBR,Birmingham,,10404,1826476476
Great Dunmow,Great Dunmow,51.871,0.364,United Kingdom,GB,GBR,Essex,,10396,1826161396
Charlton Kings,Charlton Kings,51.8877,-2.0413,United Kingdom,GB,GBR,Gloucestershire,,10396,1826345759
Ickenham,Ickenham,51.558,-0.4484,United Kingdom,GB,GBR,Hillingdon,,10387,1826334339
Blandford Forum,Blandford Forum,50.856,-2.165,United Kingdom,GB,GBR,Dorset,,10355,1826579765
Gourock,Gourock,55.9538,-4.8173,United Kingdom,GB,GBR,Inverclyde,,10350,1826142319
Teddington,Teddington,51.424,-0.332,United Kingdom,GB,GBR,Richmond upon Thames,,10330,1826122201
Stranraer,Stranraer,54.902,-5.027,United Kingdom,GB,GBR,Dumfries and Galloway,,10320,1826813563
Mildenhall,Mildenhall,52.3446,0.5089,United Kingdom,GB,GBR,Suffolk,,10315,1826551750
Broadstone,Broadstone,50.7605,-1.995,United Kingdom,GB,GBR,,,10303,1826492540
Spitalfields,Spitalfields,51.5166,-0.075,United Kingdom,GB,GBR,Tower Hamlets,,10286,1826499077
Cheam,Cheam,51.36,-0.21,United Kingdom,GB,GBR,Sutton,,10285,1826017216
Ludlow,Ludlow,52.368,-2.718,United Kingdom,GB,GBR,Shropshire,,10266,1826562344
Appleton,Appleton,53.3508,-2.5441,United Kingdom,GB,GBR,Warrington,,10265,1826486906
Lemington,Lemington,54.972,-1.723,United Kingdom,GB,GBR,Newcastle upon Tyne,,10228,1826216570
Snodland,Snodland,51.328,0.4467,United Kingdom,GB,GBR,Kent,,10211,1826888487
Ellon,Ellon,57.366,-2.086,United Kingdom,GB,GBR,Aberdeenshire,,10200,1826126945
New Silksworth,New Silksworth,54.871,-1.3957,United Kingdom,GB,GBR,Sunderland,,10194,1826945369
Fort William,Fort William,56.8198,-5.1052,United Kingdom,GB,GBR,Highland,,10175,1826742184
Castleton,Castleton,53.5907,-2.1737,United Kingdom,GB,GBR,Rochdale,,10159,1826243181
Rogerstone,Rogerstone,51.5906,-3.0537,United Kingdom,GB,GBR,Newport,,10158,1826510350
Whitchurch,Whitchurch,52.969,-2.682,United Kingdom,GB,GBR,Shropshire,,10141,1826717880
Great Missenden,Great Missenden,51.7042,-0.7078,United Kingdom,GB,GBR,Buckinghamshire,,10138,1826171263
Corfe Mullen,Corfe Mullen,50.7701,-2.0175,United Kingdom,GB,GBR,Dorset,,10133,1826707592
Pocklington,Pocklington,53.9309,-0.7781,United Kingdom,GB,GBR,East Riding of Yorkshire,,10123,1826728939
Beccles,Beccles,52.458,1.563,United Kingdom,GB,GBR,Suffolk,,10123,1826744549
Forres,Forres,57.608,-3.62,United Kingdom,GB,GBR,Moray,,10100,1826092519
Padiham,Padiham,53.797,-2.311,United Kingdom,GB,GBR,Lancashire,,10098,1826532234
Worsley,Worsley,53.5093,-2.3845,United Kingdom,GB,GBR,Salford,,10090,1826999294
Warfield,Warfield,51.442,-0.737,United Kingdom,GB,GBR,Bracknell Forest,,10088,1826340559
Bingham,Bingham,52.952,-0.953,United Kingdom,GB,GBR,Nottinghamshire,,10080,1826632789
Kilsyth,Kilsyth,55.98,-4.06,United Kingdom,GB,GBR,North Lanarkshire,,10080,1826765912
Abergavenny,Abergavenny,51.824,-3.0167,United Kingdom,GB,GBR,Monmouthshire,,10078,1826362404
Radlett,Radlett,51.685,-0.318,United Kingdom,GB,GBR,Hertfordshire,,10060,1826850069
Mold,Mold,53.166,-3.133,United Kingdom,GB,GBR,Flintshire,,10058,1826650301
Vange,Vange,51.55,0.4667,United Kingdom,GB,GBR,Essex,,10048,1826488792
Chapeltown,Chapeltown,53.462,-1.466,United Kingdom,GB,GBR,Sheffield,,10043,1826155857
Lydney,Lydney,51.7286,-2.5285,United Kingdom,GB,GBR,Gloucestershire,,10043,1826019580
Southwater,Southwater,51.0238,-0.3526,United Kingdom,GB,GBR,West Sussex,,10025,1826135276
Horbury,Horbury,53.6595,-1.5324,United Kingdom,GB,GBR,Wakefield,,10002,1826401665
Downham Market,Downham Market,52.6,0.39,United Kingdom,GB,GBR,Norfolk,,9994,1826885065
Euxton,Euxton,53.662,-2.674,United Kingdom,GB,GBR,Lancashire,,9993,1826461548
Marton,Marton,54.5372,-1.2047,United Kingdom,GB,GBR,Middlesbrough,,9990,1826705697
Shildon,Shildon,54.63,-1.65,United Kingdom,GB,GBR,Durham,,9976,1826433267
Bishopstoke,Bishopstoke,50.9679,-1.3278,United Kingdom,GB,GBR,Hampshire,,9974,1826495708
Aberaman,Aberaman,51.7,-3.4333,United Kingdom,GB,GBR,Rhondda Cynon Taff,,9964,1826702294
Birchington,Birchington,51.377,1.305,United Kingdom,GB,GBR,Kent,,9961,1826115786
Nairn,Nairn,57.586,-3.869,United Kingdom,GB,GBR,Highland,,9960,1826470405
Handsworth,Handsworth,53.37,-1.4,United Kingdom,GB,GBR,Sheffield,,9957,1826233814
Aldenham,Aldenham,51.6723,-0.3546,United Kingdom,GB,GBR,Hertfordshire,,9942,1826963300
Burscough,Burscough,53.596,-2.843,United Kingdom,GB,GBR,Lancashire,,9935,1826272901
Balderton,Balderton,53.0549,-0.7727,United Kingdom,GB,GBR,Nottinghamshire,,9917,1826134256
Liskeard,Liskeard,50.4536,-4.4651,United Kingdom,GB,GBR,Cornwall,,9912,1826851300
Baldock,Baldock,51.99,-0.19,United Kingdom,GB,GBR,Hertfordshire,,9900,1826427353
Worth,Worth,51.113,-0.147,United Kingdom,GB,GBR,West Sussex,,9888,1826978438
Stocksbridge,Stocksbridge,53.478,-1.588,United Kingdom,GB,GBR,Sheffield,,9869,1826907758
Abram,Abram,53.508,-2.588,United Kingdom,GB,GBR,Wigan,,9855,1826869753
Caldicot,Caldicot,51.591,-2.7492,United Kingdom,GB,GBR,Monmouthshire,,9813,1826366288
Choppington,Choppington,55.145,-1.601,United Kingdom,GB,GBR,Northumberland,,9787,1826999025
Kippax,Kippax,53.7669,-1.3705,United Kingdom,GB,GBR,Leeds,,9785,1826981453
Tottington,Tottington,53.613,-2.339,United Kingdom,GB,GBR,Bury,,9783,1826671512
Helston,Helston,50.1,-5.27,United Kingdom,GB,GBR,Cornwall,,9780,1826301318
Dodworth,Dodworth,53.5417,-1.5214,United Kingdom,GB,GBR,Barnsley,,9777,1826948211
Shepperton,Shepperton,51.39,-0.46,United Kingdom,GB,GBR,Surrey,,9753,1826632972
Pembroke Dock,Pembroke Dock,51.693,-4.946,United Kingdom,GB,GBR,Pembrokeshire,,9753,1826264078
Felpham,Felpham,50.7905,-0.6539,United Kingdom,GB,GBR,West Sussex,,9746,1826012790
Cobham,Cobham,51.329,-0.409,United Kingdom,GB,GBR,Surrey,,9739,1826478182
Raynes Park,Raynes Park,51.4033,-0.2321,United Kingdom,GB,GBR,Merton,,9738,1826000018
Rhosllanerchrugog,Rhosllanerchrugog,53.011,-3.052,United Kingdom,GB,GBR,Wrexham,,9694,1826735616
Lambeth,Lambeth,51.49,-0.119,United Kingdom,GB,GBR,Lambeth,,9675,1826545364
Bradwell,Bradwell,52.05,-0.787,United Kingdom,GB,GBR,Milton Keynes,,9657,1826794750
Glenfield,Glenfield,52.6491,-1.2062,United Kingdom,GB,GBR,Leicestershire,,9643,1826730292
Immingham,Immingham,53.6139,-0.2183,United Kingdom,GB,GBR,North East Lincolnshire,,9642,1826538121
Hockley,Hockley,51.6014,0.6363,United Kingdom,GB,GBR,Essex,,9616,1826444113
Caernarfon,Caernarfon,53.14,-4.27,United Kingdom,GB,GBR,Gwynedd,,9615,1826011275
Swanage,Swanage,50.608,-1.96,United Kingdom,GB,GBR,Dorset,,9601,1826896220
Yarm,Yarm,54.5,-1.35,United Kingdom,GB,GBR,Stockton-on-Tees,,9600,1826345215
Boxley,Boxley,51.3024,0.5429,United Kingdom,GB,GBR,Kent,,9554,1826029798
Newburn,Newburn,54.983,-1.743,United Kingdom,GB,GBR,Gateshead,,9536,1826270642
Tadworth,Tadworth,51.294,-0.242,United Kingdom,GB,GBR,Surrey,,9522,1826571557
Shevington,Shevington,53.572,-2.69,United Kingdom,GB,GBR,Wigan,,9517,1826958487
Worsborough,Worsborough,53.52,-1.47,United Kingdom,GB,GBR,Barnsley,,9516,1826794690
London Colney,London Colney,51.726,-0.3,United Kingdom,GB,GBR,Hertfordshire,,9507,1826250958
Emsworth,Emsworth,50.849,-0.938,United Kingdom,GB,GBR,Hampshire,,9492,1826718241
Llantwit Major,Llantwit Major,51.4062,-3.475,United Kingdom,GB,GBR,"Vale of Glamorgan, The",,9486,1826528530
Bewdley,Bewdley,52.3758,-2.315,United Kingdom,GB,GBR,Worcestershire,,9470,1826282948
South Normanton,South Normanton,53.107,-1.343,United Kingdom,GB,GBR,Derbyshire,,9445,1826448406
Killamarsh,Killamarsh,53.3205,-1.3116,United Kingdom,GB,GBR,Derbyshire,,9445,1826000850
Brockworth,Brockworth,51.85,-2.15,United Kingdom,GB,GBR,Gloucestershire,,9422,1826331782
Radstock,Radstock,51.293,-2.448,United Kingdom,GB,GBR,Bath and North East Somerset,,9419,1826100157
Dunblane,Dunblane,56.1838,-3.9674,United Kingdom,GB,GBR,Stirling,,9410,1826445077
Thames Ditton,Thames Ditton,51.389,-0.331,United Kingdom,GB,GBR,Surrey,,9400,1826658204
Hayle,Hayle,50.186,-5.419,United Kingdom,GB,GBR,Cornwall,,9400,1826999750
Horsell,Horsell,51.3286,-0.5617,United Kingdom,GB,GBR,Surrey,,9384,1826085922
Raunds,Raunds,52.345,-0.537,United Kingdom,GB,GBR,Northamptonshire,,9379,1826048317
Broadwater,Broadwater,50.8282,-0.3742,United Kingdom,GB,GBR,West Sussex,,9373,1826765618
Wilnecote,Wilnecote,52.6081,-1.6677,United Kingdom,GB,GBR,Staffordshire,,9358,1826733076
Lutterworth,Lutterworth,52.456,-1.2,United Kingdom,GB,GBR,Leicestershire,,9353,1826118622
Queensferry,Queensferry,55.99,-3.398,United Kingdom,GB,GBR,"Edinburgh, City of",,9350,1826335881
Sherborne,Sherborne,50.9469,-2.5171,United Kingdom,GB,GBR,Dorset,,9350,1826383149
Irthlingborough,Irthlingborough,52.324,-0.614,United Kingdom,GB,GBR,Northamptonshire,,9325,1826205713
Frodsham,Frodsham,53.2947,-2.7289,United Kingdom,GB,GBR,Cheshire West and Chester,,9300,1826347011
Polegate,Polegate,50.8216,0.2442,United Kingdom,GB,GBR,East Sussex,,9300,1826857740
Ledbury,Ledbury,52.0339,-2.4235,United Kingdom,GB,GBR,Herefordshire,,9290,1826478885
Coleford,Coleford,51.791,-2.6162,United Kingdom,GB,GBR,Gloucestershire,,9273,1826833780
Crigglestone,Crigglestone,53.644,-1.5225,United Kingdom,GB,GBR,Wakefield,,9271,1826293505
Towcester,Towcester,52.13,-0.99,United Kingdom,GB,GBR,Northamptonshire,,9252,1826221011
Stevenston,Stevenston,55.645,-4.758,United Kingdom,GB,GBR,North Ayrshire,,9230,1826555115
Bowdon,Bowdon,53.376,-2.366,United Kingdom,GB,GBR,Trafford,,9228,1826944016
Clay Cross,Clay Cross,53.1637,-1.4128,United Kingdom,GB,GBR,Derbyshire,,9222,1826222339
Bude,Bude,50.824,-4.542,United Kingdom,GB,GBR,Cornwall,,9222,1826412704
Totnes,Totnes,50.432,-3.684,United Kingdom,GB,GBR,Devon,,9214,1826061912
Cullercoats,Cullercoats,55.033,-1.433,United Kingdom,GB,GBR,North Tyneside,,9202,1826802473
Tilehurst,Tilehurst,51.4579,-1.0406,United Kingdom,GB,GBR,Reading,,9185,1826145556
Aberbargoed,Aberbargoed,51.6968,-3.224,United Kingdom,GB,GBR,Caerphilly,,9184,1826650581
Tiptree,Tiptree,51.81,0.75,United Kingdom,GB,GBR,Essex,,9182,1826098302
Yatton,Yatton,51.3855,-2.8256,United Kingdom,GB,GBR,North Somerset,,9176,1826709629
Yaxley,Yaxley,52.52,-0.26,United Kingdom,GB,GBR,Cambridgeshire,,9174,1826156250
Littleport,Littleport,52.4568,0.3046,United Kingdom,GB,GBR,Cambridgeshire,,9168,1826638568
Pencoed,Pencoed,51.5228,-3.5047,United Kingdom,GB,GBR,Bridgend,,9166,1826165735
Brandon,Brandon,52.4474,0.6242,United Kingdom,GB,GBR,Suffolk,,9145,1826506200
Haddington,Haddington,55.956,-2.781,United Kingdom,GB,GBR,East Lothian,,9130,1826363081
Shanklin,Shanklin,50.6333,-1.175,United Kingdom,GB,GBR,Isle of Wight,,9123,1826746532
Usworth,Usworth,54.94,-1.55,United Kingdom,GB,GBR,Sunderland,,9100,1826648481
Portlethen,Portlethen,57.061,-2.13,United Kingdom,GB,GBR,Aberdeenshire,,9090,1826375407
Dinnington,Dinnington,53.3667,-1.2,United Kingdom,GB,GBR,Rotherham,,9077,1826308364
Pontardulais,Pontardulais,51.71,-4.04,United Kingdom,GB,GBR,Swansea,,9073,1826755520
Bonhill,Bonhill,55.983,-4.567,United Kingdom,GB,GBR,West Dunbartonshire,,9050,1826925473
Lanark,Lanark,55.6749,-3.777,United Kingdom,GB,GBR,South Lanarkshire,,9050,1826114395
Rye,Rye,50.95,0.73,United Kingdom,GB,GBR,East Sussex,,9041,1826538056
Leven,Leven,56.195,-2.9942,United Kingdom,GB,GBR,Fife,,9040,1826961617
Dunbar,Dunbar,56.0027,-2.5169,United Kingdom,GB,GBR,East Lothian,,9030,1826158363
Barwell,Barwell,52.5682,-1.3462,United Kingdom,GB,GBR,Leicestershire,,9022,1826018837
Blairgowrie,Blairgowrie,56.5916,-3.3405,United Kingdom,GB,GBR,Perth and Kinross,,9020,1826311764
Cupar,Cupar,56.32,-3.01,United Kingdom,GB,GBR,Fife,,9020,1826556120
Bovingdon,Bovingdon,51.7231,-0.5367,United Kingdom,GB,GBR,Hertfordshire,,9000,1826320957
Denbigh,Denbigh,53.1854,-3.4178,United Kingdom,GB,GBR,Denbighshire,,8986,1826726795
Sileby,Sileby,52.731,-1.106,United Kingdom,GB,GBR,Leicestershire,,8959,1826945985
Ferryhill,Ferryhill,54.69,-1.55,United Kingdom,GB,GBR,Durham,,8942,1826891568
Peebles,Peebles,55.6519,-3.1889,United Kingdom,GB,GBR,Scottish Borders,,8940,1826563131
Broughton Astley,Broughton Astley,52.5278,-1.2275,United Kingdom,GB,GBR,Leicestershire,,8940,1826146185
Glastonbury,Glastonbury,51.1485,-2.714,United Kingdom,GB,GBR,Somerset,,8932,1826365312
Felling,Felling,54.95,-1.564,United Kingdom,GB,GBR,Gateshead,,8908,1826214509
Great Cornard,Great Cornard,52.0245,0.7497,United Kingdom,GB,GBR,Suffolk,,8908,1826607712
Caister-on-Sea,Caister-on-Sea,52.651,1.733,United Kingdom,GB,GBR,Norfolk,,8901,1826817641
Sandiacre,Sandiacre,52.923,-1.289,United Kingdom,GB,GBR,Nottinghamshire,,8889,1826005601
Holywell,Holywell,53.274,-3.223,United Kingdom,GB,GBR,Flintshire,,8886,1826527562
Partick,Partick,55.8699,-4.3125,United Kingdom,GB,GBR,Glasgow City,,8884,1826598697
Ifield,Ifield,51.1234,-0.2073,United Kingdom,GB,GBR,West Sussex,,8882,1826269195
Rhymney,Rhymney,51.759,-3.283,United Kingdom,GB,GBR,Caerphilly,,8845,1826457934
Cumnock,Cumnock,55.4529,-4.2638,United Kingdom,GB,GBR,East Ayrshire,,8830,1826053994
Hucclecote,Hucclecote,51.85,-2.18,United Kingdom,GB,GBR,Gloucestershire,,8826,1826233272
Brimington,Brimington,53.258,-1.3905,United Kingdom,GB,GBR,Derbyshire,,8788,1826142035
Cherry Hinton,Cherry Hinton,52.1849,0.176,United Kingdom,GB,GBR,Cambridgeshire,,8780,1826045496
Annan,Annan,54.983,-3.266,United Kingdom,GB,GBR,Dumfries and Galloway,,8780,1826837081
Cinderford,Cinderford,51.8225,-2.4989,United Kingdom,GB,GBR,Gloucestershire,,8777,1826291167
Cowley,Cowley,51.528,-0.481,United Kingdom,GB,GBR,Hillingdon,,8776,1826903011
Cockermouth,Cockermouth,54.6613,-3.362,United Kingdom,GB,GBR,Cumbria,,8761,1826229039
Binfield,Binfield,51.432,-0.792,United Kingdom,GB,GBR,Bracknell Forest,,8689,1826891094
Atherstone,Atherstone,52.5787,-1.5462,United Kingdom,GB,GBR,Warwickshire,,8670,1826567686
Buckie,Buckie,57.6764,-2.965,United Kingdom,GB,GBR,Moray,,8640,1826944488
Chapel en le Frith,Chapel en le Frith,53.322,-1.917,United Kingdom,GB,GBR,Derbyshire,,8635,1826041922
Stansted Mountfitchet,Stansted Mountfitchet,51.898,0.198,United Kingdom,GB,GBR,Essex,,8621,1826626668
Canford Cliffs,Canford Cliffs,50.7,-1.93,United Kingdom,GB,GBR,,,8620,1826721850
Whitwick,Whitwick,52.7403,-1.3556,United Kingdom,GB,GBR,Leicestershire,,8612,1826669578
Ammanford,Ammanford,51.8,-3.993,United Kingdom,GB,GBR,Carmarthenshire,,8610,1826559160
Waltham Cross,Waltham Cross,51.686,-0.0331,United Kingdom,GB,GBR,Hertfordshire,,8577,1826629009
Bucksburn,Bucksburn,57.177,-2.175,United Kingdom,GB,GBR,Aberdeen City,,8572,1826325568
Kirk of Shotts,Kirk of Shotts,55.823,-3.804,United Kingdom,GB,GBR,North Lanarkshire,,8570,1826280322
Sompting,Sompting,50.8303,-0.3395,United Kingdom,GB,GBR,West Sussex,,8561,1826847818
East Leake,East Leake,52.832,-1.177,United Kingdom,GB,GBR,Nottinghamshire,,8553,1826041730
Meltham,Meltham,53.592,-1.85,United Kingdom,GB,GBR,Kirklees,,8534,1826260567
Worplesdon,Worplesdon,51.272,-0.612,United Kingdom,GB,GBR,Surrey,,8529,1826340455
Penkridge,Penkridge,52.7252,-2.1164,United Kingdom,GB,GBR,Staffordshire,,8526,1826440883
Clayton le Moors,Clayton le Moors,53.775,-2.384,United Kingdom,GB,GBR,Lancashire,,8522,1826882980
Cam,Cam,51.7011,-2.3642,United Kingdom,GB,GBR,Gloucestershire,,8520,1826325556
Oakengates,Oakengates,52.695,-2.451,United Kingdom,GB,GBR,Telford and Wrekin,,8517,1826612540
Bedwas,Bedwas,51.5926,-3.2061,United Kingdom,GB,GBR,Caerphilly,,8512,1826357082
West Auckland,West Auckland,54.6318,-1.721,United Kingdom,GB,GBR,Durham,,8509,1826314267
Carlton Colville,Carlton Colville,52.454,1.691,United Kingdom,GB,GBR,Suffolk,,8505,1826912261
Kirkwall,Kirkwall,58.981,-2.96,United Kingdom,GB,GBR,Orkney Islands,,7420,1826208698
Wick,Wick,58.454,-3.089,United Kingdom,GB,GBR,Highland,,7030,1826766399
Lerwick,Lerwick,60.155,-1.145,United Kingdom,GB,GBR,Shetland Islands,,6880,1826896340
